real_steps,return,policy_loss,value_loss,entropy_loss,model_s_loss,model_r_loss,imag_p_loss,imag_v_loss,imag_e_loss
44,44.0,-0.004253235645592213,141.2022705078125,-0.6909492611885071,0.0,0.0,0.0,0.0,0.0
74,30.0,0.003904149867594242,101.42996215820312,-0.6890016198158264,0.0,0.0,0.0,0.0,0.0
90,16.0,-0.01877506822347641,48.02978515625,-0.6867548823356628,0.0,0.0,0.0,0.0,0.0
105,15.0,-0.054288413375616074,43.07441329956055,-0.6856090426445007,0.0,0.0,0.0,0.0,0.0
115,10.0,-0.04546583816409111,23.019378662109375,-0.6626447439193726,0.0,0.0,0.0,0.0,0.0
133,18.0,-0.03532692790031433,53.28533172607422,-0.6771710515022278,0.0,0.0,0.0,0.0,0.0
152,19.0,0.00808814074844122,57.386165618896484,-0.6875637173652649,0.0,0.0,0.0,0.0,0.0
173,21.0,0.051585499197244644,65.05738830566406,-0.6782360076904297,0.0,0.0,0.0,0.0,0.0
196,23.0,-0.009229311719536781,72.42890167236328,-0.6866855025291443,0.0,0.0,0.0,0.0,0.0
216,20.0,0.0005973410443402827,60.460350036621094,-0.6825870275497437,0.0,0.0,0.0,0.0,0.0
235,19.0,-0.013023740611970425,54.509464263916016,-0.6876826286315918,0.0,0.0,0.0,0.0,0.0
265,30.0,0.011040426790714264,96.1115951538086,-0.6889495253562927,0.0,0.0,0.0,0.0,0.0
285,20.0,0.00018809556786436588,58.51084518432617,-0.6911324262619019,0.0,0.0,0.0,0.0,0.0
308,23.0,-0.0125890439376235,69.08526611328125,-0.6894223690032959,0.0,0.0,0.0,0.0,0.0
340,32.0,0.003728017210960388,98.14913940429688,-0.6913488507270813,0.0,0.0,0.0,0.0,0.0
362,22.0,-0.007280518300831318,64.21488952636719,-0.691469132900238,0.0,0.0,0.0,0.0,0.0
395,33.0,0.00480275833979249,101.05906677246094,-0.6892679929733276,0.0,0.0,0.0,0.0,0.0
413,18.0,-0.018975060433149338,47.38381576538086,-0.6894104480743408,0.0,0.0,0.0,0.0,0.0
430,17.0,0.030170133337378502,43.2620849609375,-0.6877241730690002,0.0,0.0,0.0,0.0,0.0
466,36.0,-0.008837278932332993,106.81727600097656,-0.6920974850654602,0.0,0.0,0.0,0.0,0.0
490,24.0,0.0021693739108741283,69.11373901367188,-0.689463198184967,0.0,0.0,0.0,0.0,0.0
534,44.0,-0.016051221638917923,128.88314819335938,-0.6897817254066467,0.0,0.0,0.0,0.0,0.0
557,23.0,-0.013001829385757446,58.09001541137695,-0.6918509006500244,0.0,0.0,0.0,0.0,0.0
594,37.0,-0.0003543877974152565,107.68439483642578,-0.6909623742103577,0.0,0.0,0.0,0.0,0.0
635,41.0,-0.0037987418472766876,116.0037612915039,-0.690580427646637,0.0,0.0,0.0,0.0,0.0
648,13.0,0.09140582382678986,23.753192901611328,-0.6690254211425781,0.0,0.0,0.0,0.0,0.0
661,13.0,-0.023580141365528107,22.259471893310547,-0.6925475001335144,0.0,0.0,0.0,0.0,0.0
677,16.0,0.06515449285507202,31.820547103881836,-0.6811704039573669,0.0,0.0,0.0,0.0,0.0
689,12.0,-0.020608313381671906,19.41316795349121,-0.6908270716667175,0.0,0.0,0.0,0.0,0.0
