real_steps,return,policy_loss,value_loss,entropy_loss,model_s_loss,model_r_loss,imag_p_loss,imag_v_loss,imag_e_loss
9363,28.0,-0.010341067798435688,71.36365509033203,-0.6922568082809448,8.722737372105863e-06,1.658111432334408e-05,-0.008799267001450062,1.8810237646102905,-0.6907132267951965
9375,12.0,-0.0063482788391411304,15.055771827697754,-0.6905109286308289,1.0457703107628428e-05,1.4387625924427994e-05,-0.0036594269331544638,1.9226257801055908,-0.6906236410140991
9391,16.0,0.046966858208179474,26.365293502807617,-0.690082311630249,7.774389966167897e-06,1.0975401437463006e-05,0.007563791237771511,2.0720431804656982,-0.6918138265609741
9407,16.0,-0.011797145009040833,26.986005783081055,-0.6927490234375,1.3254514366659956e-05,2.1884905436309054e-05,0.009468041360378265,1.9831904172897339,-0.6917778253555298
9438,31.0,-0.015035383403301239,79.40343475341797,-0.6910896897315979,7.746396022412227e-06,2.27807125459852e-05,0.0032573570497334003,2.0656023025512695,-0.6920419335365295
9449,11.0,0.050557758659124374,12.269241333007812,-0.6910285353660583,8.974553262911892e-06,1.7645980733504985e-05,0.0023112220223993063,1.9623219966888428,-0.6910228729248047
9506,57.0,-0.0046057808212935925,143.90318298339844,-0.6926786303520203,1.1111211279057898e-05,2.5815252229222097e-05,0.007301204837858677,1.9098913669586182,-0.6907712817192078
9541,35.0,-0.009434418752789497,93.44740295410156,-0.6921555995941162,6.796363171209426e-06,9.742895296464363e-06,-0.004055135417729616,1.9745798110961914,-0.6888269782066345
9553,12.0,0.0020979377441108227,14.488052368164062,-0.6759476065635681,7.687501086669121e-06,1.2867807527072728e-05,-0.0091899074614048,1.8255548477172852,-0.6857614517211914
9575,22.0,0.017662569880485535,46.504093170166016,-0.6872049570083618,8.284604822013838e-06,2.775412091674904e-05,-0.004722386132925749,2.0343968868255615,-0.6900443434715271
9614,39.0,-0.012651996687054634,101.9141845703125,-0.6873469948768616,9.844093256106135e-06,2.0505923506182928e-05,-0.0005291203851811588,1.933592677116394,-0.691485583782196
9642,28.0,-0.011530895717442036,67.90446472167969,-0.6918992400169373,6.341293404451183e-06,9.28914869291475e-06,-0.004701104015111923,1.8280586004257202,-0.6900892853736877
9656,14.0,-0.012441197410225868,19.840930938720703,-0.6921265721321106,9.644770671002334e-06,1.689654103150436e-05,0.0013032094575464725,1.8186612129211426,-0.6911740899085999
9697,41.0,-0.01709793508052826,106.67195892333984,-0.691635251045227,9.314185717812506e-06,1.981732687757661e-05,0.01176347304135561,1.8594321012496948,-0.6910201907157898
9712,15.0,-0.00552374729886651,22.8049259185791,-0.6924639940261841,1.0422390914754942e-05,2.3881776238946866e-05,-0.005047187674790621,2.013662338256836,-0.6911726593971252
